Search Key,Name,Description,Account Type,Account Sign,Document Controlled,Summary Level,Default Account,Parent_Value,Element Level,Operands,Show Value Condition,Title Node
27632,"REVALUACIÓN - Maquinaria Y Equipos De Explotación  - Depreciación Acumulada - Inmueble, Maquinaria Y","REVALUACIÓN - Maquinaria Y Equipos De Explotación  - Depreciación Acumulada - Inmueble, Maquinaria Y",ASSET,DEBIT,N,N,,2763,S,,Algebraic,N
27633,"COSTO DE FINANCIACIÓN - Maquinaria Y Equipos De Explotación  - Depreciación Acumulada - Inmueble, Ma","COSTO DE FINANCIACIÓN - Maquinaria Y Equipos De Explotación  - Depreciación Acumulada - Inmueble, Ma",ASSET,DEBIT,N,N,,2763,S,,Algebraic,N
2764,"EQUIPO DE TRANSPORTE - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo","EQUIPO DE TRANSPORTE - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo",ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27641,"COSTO - Equipo De Transporte - Depreciación Acumulada - Inmueble, Maqu","COSTO - Equipo De Transporte - Depreciación Acumulada - Inmueble, Maqu",ASSET,DEBIT,N,N,,2764,S,,Algebraic,N
27642,"REVALUACIÓN - Equipo De Transporte - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo","REVALUACIÓN - Equipo De Transporte - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo",ASSET,DEBIT,N,N,,2764,S,,Algebraic,N
2765,"MUEBLES Y ENSERES - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo","MUEBLES Y ENSERES - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo",ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27651,"COSTO - Muebles Y Enseres - Depreciación Acumulada - Inmueble, Maquina","COSTO - Muebles Y Enseres - Depreciación Acumulada - Inmueble, Maquina",ASSET,DEBIT,N,N,,2765,S,,Algebraic,N
27652,"REVALUACIÓN - Muebles Y Enseres - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo","REVALUACIÓN - Muebles Y Enseres - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo",ASSET,DEBIT,N,N,,2765,S,,Algebraic,N
2766,"EQUIPOS DIVERSOS - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo","EQUIPOS DIVERSOS - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo",ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27661,"COSTO - Equipos Diversos -Muebles Y Enseres - Depreciación Acumulada - Inmueble, Maquinaria","COSTO - Equipos Diversos -Muebles Y Enseres - Depreciación Acumulada - Inmueble, Maquinaria",ASSET,DEBIT,N,N,,2766,S,,Algebraic,N
27662,"REVALUACIÓN - Equipos Diversos - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo","REVALUACIÓN - Equipos Diversos - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo",ASSET,DEBIT,N,N,,2766,S,,Algebraic,N
2767,"HERRAMIENTAS Y UNIDADES DE REEMPLAZO - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo","HERRAMIENTAS Y UNIDADES DE REEMPLAZO - Depreciación Acumulada - Inmueble, Maquinaria Y Equipo",ASSET,DEBIT,N,Y,,276,C,,Algebraic,N
27671,"COSTO - Herramientas Y Unidades De Reemplazo -Muebles Y Enseres - Depreciación Acumulada - Inmueble,","COSTO - Herramientas Y Unidades De Reemplazo -Muebles Y Enseres - Depreciación Acumulada - Inmueble,",ASSET,DEBIT,N,N,,2767,S,,Algebraic,N
27672,"REVALUACIÓN - Herramientas Y Unidades De Reemplazo - Depreciación Acumulada - Inmueble, Maquinaria Y","REVALUACIÓN - Herramientas Y Unidades De Reemplazo - Depreciación Acumulada - Inmueble, Maquinaria Y",ASSET,DEBIT,N,N,,2767,S,,Algebraic,N
277,AMORTIZACIÓN ACUMULADA - INTANGIBLES,AMORTIZACIÓN ACUMULADA - INTANGIBLES,ASSET,DEBIT,N,Y,,27,C,,Algebraic,N
2771,"CONCESIONES, LICENCIAS Y DERECHOS","CONCESIONES, LICENCIAS Y DERECHOS",ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27711,"COSTO - Concesiones, Licencias Y Derechos   - Intangibles","COSTO - Concesiones, Licencias Y Derechos   - Intangibles",ASSET,DEBIT,N,N,,2771,S,,Algebraic,N
27712,"REVALUACIÓN  - Concesiones, Licencias Y Derechos   - Intangibles","REVALUACIÓN  - Concesiones, Licencias Y Derechos   - Intangibles",ASSET,DEBIT,N,N,,2771,S,,Algebraic,N
2772,PATENTES Y PROPIEDAD INDUSTRIAL,PATENTES Y PROPIEDAD INDUSTRIAL,ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27721,COSTO- Patentes Y Propiedad Industrial - Intangibles,COSTO- Patentes Y Propiedad Industrial - Intangibles,ASSET,DEBIT,N,N,,2772,S,,Algebraic,N
27722,REVALUACIÓN - Patentes Y Propiedad Industrial - Intangibles,REVALUACIÓN - Patentes Y Propiedad Industrial - Intangibles,ASSET,DEBIT,N,N,,2772,S,,Algebraic,N
2773,PROGRAMA DE COMPUTADORA (SOFTWARE),PROGRAMA DE COMPUTADORA (SOFTWARE),ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27731,COSTO- Programa De Computadora (Software) - Intangibles,COSTO- Programa De Computadora (Software) - Intangibles,ASSET,DEBIT,N,N,,2773,S,,Algebraic,N
27732,  REVALUACIÓN - Programa De Computadora (Software) - Intangible,  REVALUACIÓN - Programa De Computadora (Software) - Intangible,ASSET,DEBIT,N,N,,2773,S,,Algebraic,N
2774,COSTOS DE EXPLORACIÓN Y DESARROLLO,COSTOS DE EXPLORACIÓN Y DESARROLLO,ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27741,COSTO - Costos De Exploración Y Desarrollo - Intangibles,COSTO - Costos De Exploración Y Desarrollo - Intangibles,ASSET,DEBIT,N,N,,2774,S,,Algebraic,N
27742,REVALUACIÓN - Costos De Exploración Y Desarrollo - Intangibles,REVALUACIÓN - Costos De Exploración Y Desarrollo - Intangibles,ASSET,DEBIT,N,N,,2774,S,,Algebraic,N
2775,"FÓRMULAS, DISEÑOS Y PROTOTIPOS","FÓRMULAS, DISEÑOS Y PROTOTIPOS",ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27751,"COSTO - Fórmulas, Diseños Y Prototipos  - Intangibles","COSTO - Fórmulas, Diseños Y Prototipos  - Intangibles",ASSET,DEBIT,N,N,,2775,S,,Algebraic,N
27752,"REVALUACIÓN - Fórmulas, Diseños Y Prototipos  - Intangibles","REVALUACIÓN - Fórmulas, Diseños Y Prototipos  - Intangibles",ASSET,DEBIT,N,N,,2775,S,,Algebraic,N
2776,RESERVAS DE RECURSOS EXTRAIBLES,RESERVAS DE RECURSOS EXTRAIBLES,ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27761,COSTO - Reservas De Recursos Extraíbles - Intangibles,COSTO - Reservas De Recursos Extraíbles - Intangibles,ASSET,DEBIT,N,N,,2776,S,,Algebraic,N
27762,REVALUACIÓN - Reservas De Recursos Extraíbles - Intangibles,REVALUACIÓN - Reservas De Recursos Extraíbles - Intangibles,ASSET,DEBIT,N,N,,2776,S,,Algebraic,N
2779,OTROS ACTIVOS INTANGIBLES,OTROS ACTIVOS INTANGIBLES,ASSET,DEBIT,N,Y,,277,C,,Algebraic,N
27791,COSTO - Otros Activos Intangibles - Intangibles,COSTO - Otros Activos Intangibles - Intangibles,ASSET,DEBIT,N,N,,2779,S,,Algebraic,N
27792,REVALUACIÓN - Otros Activos Intangibles - Intangibles,REVALUACIÓN - Otros Activos Intangibles - Intangibles,ASSET,DEBIT,N,N,,2779,S,,Algebraic,N
278,DEPRECIACIÓN ACUMULADA - ACTIVOS BIOLÓGICOS,DEPRECIACIÓN ACUMULADA - ACTIVOS BIOLÓGICOS,ASSET,DEBIT,N,Y,,27,C,,Algebraic,N
2781,ACTIVOS BIOLOGICOS EN PRODUCCIÓN - Depreciación Acumulada - Activos Biológicos,ACTIVOS BIOLOGICOS EN PRODUCCIÓN - Depreciación Acumulada - Activos Biológicos,ASSET,DEBIT,N,Y,,278,C,,Algebraic,N
27812,COSTO - Activos Biologicos En Producción - Depreciación Acumulada - Activos Biológicos,COSTO - Activos Biologicos En Producción - Depreciación Acumulada - Activos Biológicos,ASSET,DEBIT,N,N,,2781,S,,Algebraic,N
2782,ACTIVOS BIOLOGICOS EN DESARROLLO,ACTIVOS BIOLOGICOS EN DESARROLLO,ASSET,DEBIT,N,Y,,278,C,,Algebraic,N
27822,COSTO - Activos Biologicos En Desarrollo - Depreciación Acumulada - Activos Biológicos,COSTO - Activos Biologicos En Desarrollo - Depreciación Acumulada - Activos Biológicos,ASSET,DEBIT,N,N,,2782,S,,Algebraic,N
279,DESVALORIZACIÓN ACUMULADA,DESVALORIZACIÓN ACUMULADA,ASSET,DEBIT,N,Y,,27,C,,Algebraic,N
2791,INVERSIÓN INMOBILIARIA,INVERSIÓN INMOBILIARIA,ASSET,DEBIT,N,Y,,279,C,,Algebraic,N
27911,TERRENOS - Inversión Inmobiliaria - Desvalorización Acumulada,TERRENOS - Inversión Inmobiliaria - Desvalorización Acumulada,ASSET,DEBIT,N,N,,2791,S,,Algebraic,N
27912,EDIFICACIONES - Inversión Inmobiliaria - Desvalorización Acumulada,EDIFICACIONES - Inversión Inmobiliaria - Desvalorización Acumulada,ASSET,DEBIT,N,N,,2791,S,,Algebraic,N
2793,"INMUEBLES, MAQUINARIA Y EQUIPO","INMUEBLES, MAQUINARIA Y EQUIPO",ASSET,DEBIT,N,Y,,279,C,,Algebraic,N
27931,"TERRENOS - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada","TERRENOS - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada",ASSET,DEBIT,N,N,,2793,S,,Algebraic,N
27932,"EDIFICACIONES -Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada","EDIFICACIONES -Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada",ASSET,DEBIT,N,N,,2793,S,,Algebraic,N
27933,"MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada","MAQUINARIAS Y EQUIPOS DE EXPLOTACIÓN - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada",ASSET,DEBIT,N,N,,2793,S,,Algebraic,N
27934,"EQUIPO DE TRANSPORTE - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada","EQUIPO DE TRANSPORTE - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada",ASSET,DEBIT,N,N,,2793,S,,Algebraic,N
27935,"MUEBLES Y ENSERES - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada","MUEBLES Y ENSERES - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada",ASSET,DEBIT,N,N,,2793,S,,Algebraic,N
27936,"EQUIPOS DIVERSOS - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada","EQUIPOS DIVERSOS - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada",ASSET,DEBIT,N,N,,2793,S,,Algebraic,N
27937,"HERRAMIENTAS Y UNIDADES DE REEMPLAZO - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada","HERRAMIENTAS Y UNIDADES DE REEMPLAZO - Inmuebles, Maquinaria Y Equipo - Desvalorización Acumulada",ASSET,DEBIT,N,N,,2793,S,,Algebraic,N
2794,INTANGIBLES,INTANGIBLES,ASSET,DEBIT,N,Y,,279,C,,Algebraic,N
27941,"CONCESIONES, LICENCIAS Y OTROS DERECHOS - Intangibles - Desvalorización Acumulada","CONCESIONES, LICENCIAS Y OTROS DERECHOS - Intangibles - Desvalorización Acumulada",ASSET,DEBIT,N,N,,2794,S,,Algebraic,N
27942,PATENTES Y PROPIEDAD INDUSTRIAL - Intangibles - Desvalorización Acumulada,PATENTES Y PROPIEDAD INDUSTRIAL - Intangibles - Desvalorización Acumulada,ASSET,DEBIT,N,N,,2794,S,,Algebraic,N
27943,PROGRAMAS DE COMPUTADORA (SOFTWARE) - Intangibles - Desvalorización Acumulada,PROGRAMAS DE COMPUTADORA (SOFTWARE) - Intangibles - Desvalorización Acumulada,ASSET,DEBIT,N,N,,2794,S,,Algebraic,N
27944,COSTOS DE EXPLORACIÓN Y DESARROLLO - Intangibles - Desvalorización Acumulada,COSTOS DE EXPLORACIÓN Y DESARROLLO - Intangibles - Desvalorización Acumulada,ASSET,DEBIT,N,N,,2794,S,,Algebraic,N
27945,"FÓRMULAS, DISEÑOS Y PROTOTIPOS Intangibles - Desvalorización Acumulada","FÓRMULAS, DISEÑOS Y PROTOTIPOS Intangibles - Desvalorización Acumulada",ASSET,DEBIT,N,N,,2794,S,,Algebraic,N
27946,RESERVAS DE RECURSOS EXTRAIBLES - Intangibles - Desvalorización Acumulada,RESERVAS DE RECURSOS EXTRAIBLES - Intangibles - Desvalorización Acumulada,ASSET,DEBIT,N,N,,2794,S,,Algebraic,N
27949,OTROS INTANGIBLES - Intangibles - Desvalorización Acumulada,OTROS INTANGIBLES - Intangibles - Desvalorización Acumulada,ASSET,DEBIT,N,N,,2794,S,,Algebraic,N
2795,ACTIVOS BIOLÓGICOS,ACTIVOS BIOLÓGICOS,ASSET,DEBIT,N,Y,,279,C,,Algebraic,N
27951,ACTIVOS BIOLÓGICOS EN PRODUCCIÓN - Activos Biológicos - Desvalorización Acumulada,ACTIVOS BIOLÓGICOS EN PRODUCCIÓN - Activos Biológicos - Desvalorización Acumulada,ASSET,DEBIT,N,N,,2795,S,,Algebraic,N
27952,ACTIVOS BIOLÓGICOS EN DESARROLLO - Activos Biológicos - Desvalorización Acumulada,ACTIVOS BIOLÓGICOS EN DESARROLLO - Activos Biológicos - Desvalorización Acumulada,ASSET,DEBIT,N,N,,2795,S,,Algebraic,N
28,EXISTENCIAS POR RECIBIR,EXISTENCIAS POR RECIBIR,ASSET,DEBIT,N,Y,,2,C,,Algebraic,N
281,MERCADERIAS,MERCADERIAS,ASSET,DEBIT,N,Y,,28,C,,Algebraic,N
2811,MERCADERIAS - Por Recibir,MERCADERIAS - Por Recibir,ASSET,DEBIT,N,N,,281,S,,Algebraic,N
284,MATERIAS PRIMAS,MATERIAS PRIMAS,ASSET,DEBIT,N,Y,,28,C,,Algebraic,N
2841,MATERIAS PRIMAS - Por Recibir,MATERIAS PRIMAS - Por Recibir,ASSET,DEBIT,N,N,,284,S,,Algebraic,N
285,"MATERIALES AUXILIARES,SUMINIST. Y REP.","MATERIALES AUXILIARES,SUMINIST. Y REP.",ASSET,DEBIT,N,Y,,28,C,,Algebraic,N
2851,"MATERIALES AUXILIARES,SUMINIST. Y REP. - Por Recibir","MATERIALES AUXILIARES,SUMINIST. Y REP. - Por Recibir",ASSET,DEBIT,N,N,,285,S,,Algebraic,N
286,ENVASES Y EMBALAJES,ENVASES Y EMBALAJES,ASSET,DEBIT,N,Y,,28,C,,Algebraic,N
2861,ENVASES Y EMBALAJES - Por Recibir,ENVASES Y EMBALAJES - Por Recibir,ASSET,DEBIT,N,N,,286,S,,Algebraic,N
289,EXISTENCIAS POR RECIBIR DESVALORIZADAS,EXISTENCIAS POR RECIBIR DESVALORIZADAS,ASSET,DEBIT,N,Y,,28,C,,Algebraic,N
2891,MERCADERIAS - Desvalorizadas - Por Recibir,MERCADERIAS - Desvalorizadas - Por Recibir,ASSET,DEBIT,N,N,,289,S,,Algebraic,N
2892,MATERIAS PRIMAS - Desvalorizadas - Por Recibir,MATERIAS PRIMAS - Desvalorizadas - Por Recibir,ASSET,DEBIT,N,N,,289,S,,Algebraic,N
2893,"MATERIALES AUXILIARES,SUMINIST. Y REP. - Desvalorizadas - Por Recibir","MATERIALES AUXILIARES,SUMINIST. Y REP. - Desvalorizadas - Por Recibir",ASSET,DEBIT,N,N,,289,S,,Algebraic,N
2894,ENVASES Y EMBALAJES - Desvalorizadas - Por Recibir,ENVASES Y EMBALAJES - Desvalorizadas - Por Recibir,ASSET,DEBIT,N,N,,289,S,,Algebraic,N
29,DESVALORIZACION DE EXISTENCIAS,DESVALORIZACION DE EXISTENCIAS,ASSET,DEBIT,N,Y,,2,C,,Algebraic,N
291,MERCADERIAS,MERCADERIAS,ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2911,MERCADERIAS MANUFACTURADAS - Desvalorizacion,MERCADERIAS MANUFACTURADAS - Desvalorizacion,ASSET,DEBIT,N,N,,291,S,,Algebraic,N
2912,MERCADERIAS DE EXTRACCION - Desvalorizacion,MERCADERIAS DE EXTRACCION - Desvalorizacion,ASSET,DEBIT,N,N,,291,S,,Algebraic,N
2913,MERCADERIAS AGROPECUARIAS Y PISCICOLAS - Desvalorizacion,MERCADERIAS AGROPECUARIAS Y PISCICOLAS - Desvalorizacion,ASSET,DEBIT,N,N,,291,S,,Algebraic,N
2914,MERCADERIAS INMUEBLES - Desvalorizacion,MERCADERIAS INMUEBLES - Desvalorizacion,ASSET,DEBIT,N,N,,291,S,,Algebraic,N
2918,OTRAS MERCADERIAS - Desvalorizacion,OTRAS MERCADERIAS - Desvalorizacion,ASSET,DEBIT,N,N,,291,S,,Algebraic,N
292,PRODUCTOS TERMINADOS,PRODUCTOS TERMINADOS,ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2921,PRODUCTOS MANUFACTURADOS - Desvalorizacion,PRODUCTOS MANUFACTURADOS - Desvalorizacion,ASSET,DEBIT,N,N,,292,S,,Algebraic,N
2922,PRODUCTOS DE EXTRACCION TERMINADOS - Desvalorizacion,PRODUCTOS DE EXTRACCION TERMINADOS - Desvalorizacion,ASSET,DEBIT,N,N,,292,S,,Algebraic,N
2923,PRODUCTOS AGROP. Y PISCICOLAS TERMINAD. - Desvalorizacion,PRODUCTOS AGROP. Y PISCICOLAS TERMINAD. - Desvalorizacion,ASSET,DEBIT,N,N,,292,S,,Algebraic,N
2924,PRODUCTOS INMUEBLES - Desvalorizacion,PRODUCTOS INMUEBLES - Desvalorizacion,ASSET,DEBIT,N,N,,292,S,,Algebraic,N
2925,EXISTENCIAS DE SERVICIOS TERMINADOS - Desvalorizacion,EXISTENCIAS DE SERVICIOS TERMINADOS - Desvalorizacion,ASSET,DEBIT,N,N,,292,S,,Algebraic,N
2927,OTROS PRODUCTOS TERMINADOS - Desvalorizacion,OTROS PRODUCTOS TERMINADOS - Desvalorizacion,ASSET,DEBIT,N,N,,292,S,,Algebraic,N
2928,COSTOS DE FINANC. - PROD. TERMINADOS - Desvalorizacion,COSTOS DE FINANC. - PROD. TERMINADOS - Desvalorizacion,ASSET,DEBIT,N,N,,292,S,,Algebraic,N
293,"SUB-PRODUCTOS, DESECHOS Y DESPERDICIOS","SUB-PRODUCTOS, DESECHOS Y DESPERDICIOS",ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2931,SUB - PRODUCTOS - Desvalorizacion,SUB - PRODUCTOS - Desvalorizacion,ASSET,DEBIT,N,N,,293,S,,Algebraic,N
2932,DESECHOS Y DESPERDICIOS - Desvalorizacion,DESECHOS Y DESPERDICIOS - Desvalorizacion,ASSET,DEBIT,N,N,,293,S,,Algebraic,N
294,PRODUCTOS EN PROCESO,PRODUCTOS EN PROCESO,ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2941,PROD. EN PROC. DE MANUFACTURA - Desvalorizacion,PROD. EN PROC. DE MANUFACTURA - Desvalorizacion,ASSET,DEBIT,N,N,,294,S,,Algebraic,N
2942,PROD. EXTRAIDOS EN PROC. DE TRANSFORMAC. - Desvalorizacion,PROD. EXTRAIDOS EN PROC. DE TRANSFORMAC. - Desvalorizacion,ASSET,DEBIT,N,N,,294,S,,Algebraic,N
2943,PROD. AGROP. Y PISCICOLAS EN PROCESO - Desvalorizacion,PROD. AGROP. Y PISCICOLAS EN PROCESO - Desvalorizacion,ASSET,DEBIT,N,N,,294,S,,Algebraic,N
2944,PRODUCTOS INMUEBLES EN PROCESO - Desvalorizacion,PRODUCTOS INMUEBLES EN PROCESO - Desvalorizacion,ASSET,DEBIT,N,N,,294,S,,Algebraic,N
2945,EXISTENCIAS DE SERVICIOS EN PROCESO - Desvalorizacion,EXISTENCIAS DE SERVICIOS EN PROCESO - Desvalorizacion,ASSET,DEBIT,N,N,,294,S,,Algebraic,N
2947,OTROS PRODUCTOS EN PROCESO - Desvalorizacion,OTROS PRODUCTOS EN PROCESO - Desvalorizacion,ASSET,DEBIT,N,N,,294,S,,Algebraic,N
2948,COSTOS DE FINANC. - PROD. EN PROCESO - Desvalorizacion,COSTOS DE FINANC. - PROD. EN PROCESO - Desvalorizacion,ASSET,DEBIT,N,N,,294,S,,Algebraic,N
295,MATERIAS PRIMAS,MATERIAS PRIMAS,ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2951,MATERIAS PRIMAS PARA PROD. MANUFACTUR. - Desvalorizacion,MATERIAS PRIMAS PARA PROD. MANUFACTUR. - Desvalorizacion,ASSET,DEBIT,N,N,,295,S,,Algebraic,N
2952,MATERIAS PRIMAS PARA PROD. DE EXTRACC. - Desvalorizacion,MATERIAS PRIMAS PARA PROD. DE EXTRACC. - Desvalorizacion,ASSET,DEBIT,N,N,,295,S,,Algebraic,N
2953,MAT.PRIMAS PARA PROD. AGROP. Y PISCIC. - Desvalorizacion,MAT.PRIMAS PARA PROD. AGROP. Y PISCIC. - Desvalorizacion,ASSET,DEBIT,N,N,,295,S,,Algebraic,N
2954,MATERIAS PRIMAS PARA PROD. INMUEBLES - Desvalorizacion,MATERIAS PRIMAS PARA PROD. INMUEBLES - Desvalorizacion,ASSET,DEBIT,N,N,,295,S,,Algebraic,N
296,"MATERIAS AUXIL., SUMINISTROS Y REPUEST.","MATERIAS AUXIL., SUMINISTROS Y REPUEST.",ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2961,MATERIALES AUXILIARES - Desvalorizacion,MATERIALES AUXILIARES - Desvalorizacion,ASSET,DEBIT,N,N,,296,S,,Algebraic,N
2962,SUMINISTROS - Desvalorizacion,SUMINISTROS - Desvalorizacion,ASSET,DEBIT,N,N,,296,S,,Algebraic,N
2963,REPUESTOS - Desvalorizacion,REPUESTOS - Desvalorizacion,ASSET,DEBIT,N,N,,296,S,,Algebraic,N
297,ENVASES Y EMBALAJES,ENVASES Y EMBALAJES,ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2971,ENVASES - Desvalorizacion,ENVASES - Desvalorizacion,ASSET,DEBIT,N,N,,297,S,,Algebraic,N
2972,EMBALAJES - Desvalorizacion,EMBALAJES - Desvalorizacion,ASSET,DEBIT,N,N,,297,S,,Algebraic,N
298,EXISTENCIAS POR RECIBIR,EXISTENCIAS POR RECIBIR,ASSET,DEBIT,N,Y,,29,C,,Algebraic,N
2981,MERCADERIAS - Por Recibir - Desvalorizacion,MERCADERIAS - Por Recibir - Desvalorizacion,ASSET,DEBIT,N,N,,298,S,,Algebraic,N
2982,MATERIAS PRIMAS - Por Recibir - Desvalorizacion,MATERIAS PRIMAS - Por Recibir - Desvalorizacion,ASSET,DEBIT,N,N,,298,S,,Algebraic,N
2983,"MATER. AUXIL., SUMINISTROS Y REPUEST. - Por Recibir - Desvalorizacion","MATER. AUXIL., SUMINISTROS Y REPUEST. - Por Recibir - Desvalorizacion",ASSET,DEBIT,N,N,,298,S,,Algebraic,N
2984,ENVASES Y EMBALAJES - Por Recibir - Desvalorizacion,ENVASES Y EMBALAJES - Por Recibir - Desvalorizacion,ASSET,DEBIT,N,N,,298,S,,Algebraic,N
3,ACTIVO INMOVILIZADO,ACTIVO INMOVILIZADO,ASSET,DEBIT,N,Y,,,E,,Algebraic,N
30,INVERSIONES MOBILIARIAS,INVERSIONES MOBILIARIAS,ASSET,DEBIT,N,Y,,3,C,,Algebraic,N
301,INVERSIONES A SER MANTENIDAS HASTA VENCIMIENTO,INVERSIONES A SER MANTENIDAS HASTA VENCIMIENTO,ASSET,DEBIT,N,Y,,30,C,,Algebraic,N
3011,INSTRUM. FINANC. REPRESENT. DE DEUDA,INSTRUM. FINANC. REPRESENT. DE DEUDA,ASSET,DEBIT,N,Y,,301,C,,Algebraic,N
30111,VALOR. EMITID. O GARANTIZ. POR EL ESTADO - Mantenidas Hasta el Vencimineto,VALOR. EMITID. O GARANTIZ. POR EL ESTADO - Mantenidas Hasta el Vencimineto,ASSET,DEBIT,N,N,,3011,S,,Algebraic,N
30112,VALOR. EMITID. POR EL SISTEMA FINANCIERO - Mantenidas Hasta el Vencimineto,VALOR. EMITID. POR EL SISTEMA FINANCIERO - Mantenidas Hasta el Vencimineto,ASSET,DEBIT,N,N,,3011,S,,Algebraic,N
30113,VALOR. EMITID. POR LAS EMPRESAS - Mantenidas Hasta el Vencimineto,VALOR. EMITID. POR LAS EMPRESAS - Mantenidas Hasta el Vencimineto,ASSET,DEBIT,N,N,,3011,S,,Algebraic,N
30114,OTROS TITULOS REPRESENTATIVOS DE DEUDA - Mantenidas Hasta el Vencimineto,OTROS TITULOS REPRESENTATIVOS DE DEUDA - Mantenidas Hasta el Vencimineto,ASSET,DEBIT,N,N,,3011,S,,Algebraic,N
302,INSTRUM FINANCIEROS REPRESENT DERECHO PATRIMONIAL,INSTRUM FINANCIEROS REPRESENT DERECHO PATRIMONIAL,ASSET,DEBIT,N,Y,,30,C,,Algebraic,N
3021,CERTIFICADOS DE SUSCRIP. PREFERENTE,CERTIFICADOS DE SUSCRIP. PREFERENTE,ASSET,DEBIT,N,N,,302,S,,Algebraic,N
3022,ACCIONES REPRESENT. DE CAPITAL SOCIAL - COMUNES,ACCIONES REPRESENT. DE CAPITAL SOCIAL - COMUNES,ASSET,DEBIT,N,Y,,302,C,,Algebraic,N
30221,COSTO - Acciones representativas De Capital Social - Comunes,COSTO - Acciones representativas De Capital Social - Comunes,ASSET,DEBIT,N,N,,3022,S,,Algebraic,N
30222,VALOR RAZONABLE - Acciones representativas De Capital Social - Comunes,VALOR RAZONABLE - Acciones representativas De Capital Social - Comunes,ASSET,DEBIT,N,N,,3022,S,,Algebraic,N
30223,PARTICIPACIÓN PATRIMONIAL - Acciones representativas De Capital Social - Comunes,PARTICIPACIÓN PATRIMONIAL - Acciones representativas De Capital Social - Comunes,ASSET,DEBIT,N,N,,3022,S,,Algebraic,N
3023,ACCIONES REPRESENTATIVAS DE CAPITAL SOCIAL - PREFERENTES,ACCIONES REPRESENTATIVAS DE CAPITAL SOCIAL - PREFERENTES,ASSET,DEBIT,N,Y,,302,C,,Algebraic,N
30231,COSTO - Acciones Representativas De Capital Social - Prefer,COSTO - Acciones Representativas De Capital Social - Prefer,ASSET,DEBIT,N,N,,3023,S,,Algebraic,N
30232,VALOR RAZONABLE - Acciones Representativas De Capital Social - Preferentes,VALOR RAZONABLE - Acciones Representativas De Capital Social - Preferentes,ASSET,DEBIT,N,N,,3023,S,,Algebraic,N
30233,PARTICIPACIÓN PATRIMONIAL - Acciones Representativas De Capital Social - Preferentes,PARTICIPACIÓN PATRIMONIAL - Acciones Representativas De Capital Social - Preferentes,ASSET,DEBIT,N,N,,3023,S,,Algebraic,N
3024,ACCIONES DE INVERSIÓN,ACCIONES DE INVERSIÓN,ASSET,DEBIT,N,Y,,302,C,,Algebraic,N
30241,COSTO - Acciones De Inversión,COSTO - Acciones De Inversión,ASSET,DEBIT,N,N,,3024,S,,Algebraic,N
30242,VALOR RAZONABLE - Acciones De Inversión,VALOR RAZONABLE - Acciones De Inversión,ASSET,DEBIT,N,N,,3024,S,,Algebraic,N
30243,PARTICIPACIÓN PATRIMONIAL - Acciones De Inversión,PARTICIPACIÓN PATRIMONIAL - Acciones De Inversión,ASSET,DEBIT,N,N,,3024,S,,Algebraic,N
